,S,K,T,r,sigma,value
0,151.7507306308434,148.57777144405185,1.939301282722849,0.03868217168705568,0.8825258807992273,59.99117190825705
1,63.71664679631734,94.07061457693626,2.317799099956113,0.006480029715880553,0.5166379310560166,40.88485917152945
2,71.10797724215132,98.29460794249115,2.6250908156044455,0.048081904572968695,0.6201255787055066,38.6343002862473
3,67.53957318732819,136.47962016571347,1.5588015760015728,0.015906023256371825,0.8654309734402514,80.8497778652094
4,106.54329817030867,138.7254758119283,1.3176402890483974,0.013328450733648443,1.4154919194225122,86.37461225842851
5,85.3228786736998,80.40066071906827,2.2857592298846248,0.014646565229296228,0.8349828435496508,34.799371478108725
6,36.547242183443274,145.42265988637556,3.8980715432054787,0.021594170208491345,0.5733261757944143,101.59470945944805
7,148.50217597361208,105.17917093954361,4.673283248463606,0.015340611270713768,0.8391103979884569,54.5301485080046
8,182.03109749399417,114.73575184260872,4.4226203127312465,0.034049427226648096,0.4094100437372096,15.359169765603962
9,77.49603247540216,135.10313601047278,3.558644456412601,0.02531714740601514,0.15300583613518057,46.59794166414271
10,84.13059654111376,108.8293606247768,2.8832227839707647,0.0049083570568460915,1.3922430918751727,84.83253147924033
11,26.535456219282683,102.82976456167,1.4579397640447218,0.004018893388449837,0.30427265866789904,75.6941099335128
12,57.02833818008746,55.67751171076408,3.602730353825432,0.012095943229819373,0.5576900028492837,20.431627585001973
13,122.2398173268662,67.82555960974636,1.8241417999219651,0.010114035526912563,1.1692903816160731,29.077460506556395
14,78.90005144953707,86.7945140666165,4.7615624669104655,0.02334908818111328,0.3391231687997143,21.979162153102692
15,27.017404345026552,99.53560576514414,0.8992420693371328,0.003919132738876162,1.255039602560299,75.99088891602482
16,186.71646985500757,136.19178117146453,4.885212717114402,0.0397533260870597,1.0280481782201034,75.64475393036027
17,177.36153425534133,115.97477960157244,4.204003970025635,0.0025192884381414664,0.20329205859998617,4.4847024651695016
18,24.851561416732103,57.359930938034985,0.23323235985111657,0.005870149183561444,1.4084634198987318,33.73766408680244
19,25.753567892239147,85.2060759453609,3.806431467555006,0.0034952083618429953,0.6942353047578506,64.11411097556994
20,152.38595274806443,149.96889250038245,2.181159416922562,0.026647127202265683,0.3809687188417167,27.385250053715694
21,123.02800112827379,51.90731743271133,1.4246208038040504,0.04390899071723039,0.20958948785933146,0.0004994534928533696
22,52.749421352401946,65.5004805342337,3.75520243608694,0.01047376939922795,0.6323385936165198,31.967781152175288
23,180.53015444303122,103.73486010001125,2.037745918715705,0.019575527141566094,0.9331956465760478,34.499797116976055
24,151.64509042599536,142.21641652568644,1.0060815527810174,0.025201391911989328,0.3083178129230634,12.078227722445185
25,161.84928092351817,104.61938486565103,3.016225903075804,0.030714851949522018,0.14387907371464947,0.19040752554919127
26,184.3947292071216,61.802109414186376,0.12636210473858434,0.03745139079089344,0.38164021418026167,5.052663340182881e-16
27,95.42823371027542,52.26017484878403,0.5710360744693549,0.0021553881338791008,0.4399505110519184,0.3192188643673757
28,140.05204922456605,130.385564508715,3.971071107825124,0.0123934133701647,0.3565675084274436,29.211302762045896
29,154.64659838671295,111.38275499124799,3.036842477625565,0.009756727964553163,1.1798404023584106,69.14398707504422
30,49.711507411311054,64.62148775852462,4.418536904637985,0.015032973319021262,0.0701667422448497,11.10307753052318
31,170.4921149756032,133.53799314858213,3.5631983772419233,0.007221125691703437,1.1876081897333408,91.22782074385287
32,178.39337886156892,140.6119788395209,4.782525532514317,0.0068422812878681915,0.8853219930517783,84.45802924315836
33,154.00544925386492,119.24726274952631,0.7272109944834415,0.02426489159456487,0.28971033880943053,2.2356533337070665
34,97.39301581700617,94.25510111354416,0.9544578846281154,0.019509999299262497,1.417206970970358,46.13440922146626
35,184.2865156820298,50.866727740679174,0.6888913576895456,0.011884144748389641,0.792137997215013,0.5584078888521129
36,5.855252801886102,88.44933490090534,0.1356053473140817,0.036610779671786595,0.4112365633738689,82.15605320638228
37,36.44421607472428,55.45520965224847,3.9135031640630613,0.008192574569406887,0.8002785049811947,34.99753788506101
38,135.87285650963497,109.74747222899028,1.3687248359945037,0.011404235338373047,1.0850968570486266,44.76165707414083
39,116.28215256604943,102.06399168227917,4.817728115586967,0.014219813391749107,0.5520472501634984,38.25923904402005
40,60.67375805576316,67.78032308585841,4.182006363950518,0.01894689861896999,0.647973179169329,31.33205037207926
41,133.32542453014273,66.00157620863251,1.5493486890838715,0.01882245827516937,0.9526205498414864,16.34792451446262
42,161.91196594838863,110.30589401150928,0.9799253200264912,0.02576896093018295,1.3904756146242125,43.874557337862534
43,170.513056031513,73.24224246289567,2.6431301961821276,0.03793990725464255,0.3720210033156625,1.5759270607893523
44,150.39095664158774,128.5596966388216,1.622070389050458,0.01003311969321671,1.0807848484477707,58.9426667809991
45,49.871743266771794,95.25996684273485,1.0591297415572654,0.024143669231302397,0.952443439948696,52.94963635604287
46,169.70857938594116,59.259014634036866,4.336464318295511,0.008724420515517868,1.1917931775880877,37.112789678888305
47,181.74729941853997,141.1415821979851,1.7350113997587646,0.01579153262581963,0.717679541150502,38.117356199544034
48,15.541901191387431,126.97606216801013,4.239574739253123,0.03198651917868256,0.6228281808693619,96.58036763061392
49,52.27407822946972,80.90493891675085,4.106666026798081,0.002399792194399027,0.4480523721005462,39.40101608112349
50,95.07378917854777,137.8876521330186,2.0870765977143573,0.02203971203232319,0.2520067555186877,40.70321278243895
51,35.62380606489168,57.35533610753468,1.077603939502509,0.01685445067356269,0.3848461378974688,21.803352043621146
52,150.77120886184295,53.53708308946331,3.134715451416732,0.043983328824345046,0.19556733550211297,0.0025970464691694624
53,117.83374651149828,50.17153118659154,3.58717111465488,0.02172446359563992,0.6107343340935124,9.231632985942788
54,96.56569322494602,98.25271593069203,0.7088930205008448,0.005591386408438834,0.8336666923494235,27.327499524034017
55,163.54422145734458,102.86823729489183,1.034755462605454,0.019719357893273143,0.43162891049123625,3.7893411150626672
56,163.7376333453585,83.63001755501398,2.121627155895075,0.03501518914971748,1.2551540264651628,38.61553797904958
57,88.40198664176162,66.79816680030007,2.1216414600338163,0.006828762741389297,0.6185300134321812,16.84288780200256
58,112.04684776100552,135.3861650284963,2.6634537963941955,0.02782688957277795,0.8636618151094118,68.71083266321199
59,97.88467753490934,127.32408409289552,1.2342584026186083,0.033902867429173235,0.9347024817181867,56.60635973490841
60,170.56631037454807,126.69034861574805,1.6495430247760083,0.02500449889387272,0.5256732594112048,18.635537619815324
61,1.7600222856587466,149.8269503209321,3.7284708160265922,0.04490322700206518,1.0187638469449138,125.07521273057638
62,127.99925834876717,118.89137677779198,0.3511747087083511,0.016811292921756194,1.288913089176446,31.902725124281822
63,1.7397235299949854,50.300113686891976,2.075766203182277,0.04547341095446695,0.6156641059430042,44.02984877506572
64,14.29853884854455,114.93200358326101,4.271378180765087,0.036656096912033545,0.9133405417983261,88.25663429925856
65,97.04440559845023,139.10752266287517,3.1301109284589974,0.03259376161307288,0.9822197048680417,83.34132583905938
66,161.27507307551954,65.86792947385356,4.612122978196084,0.03342338007807072,1.1621401083898821,37.260659043880146
